sentence,category
misc 5510,Other
තෑගි Rs.1368,Gifts & Charity
26722 doctor,Health
38082 වතුර බිල,Utilities
44064 rice,Food
phone bill Rs.30517,Utilities
කොණ්ඩය කැපුවා salli 27527,Personal Care
trip salli 25705,Entertainment
clothes 3993,Shopping
facewash salli 14181,Personal Care
හොස්පිට්ල් Rs.48955,Health
bakery salli 13112,Food
ආධාර 28682,Gifts & Charity
kottu Rs.42091,Food
pickme Rs.9604,Transport
general 17163,Other
තේ බොන්න Rs.39834,Food
34452 spa,Personal Care
game salli 20547,Entertainment
48413 tuk,Transport
alms Rs.45331,Gifts & Charity
club Rs.2368,Entertainment
payment salli 36289,Finance
වෙනත් salli 16866,Other
37167 restaurant,Food
stock Rs.42606,Finance
beauty Rs.41586,Personal Care
රීලෝඩ් Rs.44386,Utilities
other salli 36758,Other
streaming Rs.47210,Entertainment
29752 prepaid,Utilities
ayurvedic salli 17995,Health
අතමාරු ගත්තා Rs.18013,Finance
8301 ආධාර,Gifts & Charity
කෝස් එකට salli 3157,Education
other 37028,Other
bus 25918,Transport
32809 grocery,Shopping
charity Rs.9227,Gifts & Charity
exam fee salli 24304,Education
නයි පියවන්න 6010,Finance
පින් වලට salli 32151,Gifts & Charity
gas Rs.38469,Utilities
spent Rs.48352,Other
shaving salli 45066,Personal Care
18850 poth,Education
42846 electricity,Utilities
spent salli 24887,Other
3069 fitness,Health
3115 physio,Health
fitness 44668,Health
pickme salli 39908,Transport
soap 44649,Personal Care
මුදල් Rs.33951,Other
මුදල් 17572,Other
නයි පියවන්න 33076,Finance
beheth Rs.3286,Health
11777 postpaid,Utilities
බස් එකට salli 5428,Transport
තේ බොන්න Rs.38606,Food
prepaid 28728,Utilities
17665 බඩු ගත්තා,Shopping
කොණ්ඩය කැපුවා salli 24602,Personal Care
bus Rs.9882,Transport
17338 beheth,Health
අතින් ගියා salli 8266,Other
36149 exam fee,Education
misc Rs.42491,Other
15435 beheth,Health
සෙල්ලම් කරන්න 17100,Entertainment
adventure Rs.14015,Entertainment
slt bill salli 41928,Utilities
investment Rs.5346,Finance
pickme food salli 25179,Food
liquor Rs.30056,Entertainment
coffee salli 21782,Food
salon Rs.47027,Personal Care
2806 don't know,Other
taxi Rs.14032,Transport
wedding salli 5914,Gifts & Charity
pocket money Rs.35534,Other
6415 trip,Entertainment
beer salli 37368,Entertainment
offer 30412,Gifts & Charity
gift Rs.14479,Gifts & Charity
මුදල් salli 49934,Other
uber 49820,Transport
spent salli 9254,Other
40920 water bill,Utilities
insurance 11553,Finance
soap salli 41301,Shopping
බඩු ගත්තා 32803,Shopping
mobitel Rs.10425,Utilities
41127 පින් වලට,Gifts & Charity
37459 workshop,Education
fiber salli 26166,Utilities
milk powder Rs.10398,Shopping
trimming 8105,Personal Care
31916 birthday,Gifts & Charity
විභාග ගාස්තු Rs.41912,Education
rice Rs.34835,Food
වතුර බිල Rs.9166,Utilities
අතමාරුව Rs.34887,Finance
course Rs.35234,Education
අතින් ගියා Rs.36497,Other
pen and paper Rs.1661,Education
hair cut salli 8485,Personal Care
perfume salli 36038,Personal Care
bill salli 4447,Utilities
movie salli 36246,Entertainment
don't know 37763,Other
20498 beer,Entertainment
offer salli 12449,Gifts & Charity
49546 taxi,Transport
ෆිල්ම් 36975,Entertainment
tax Rs.18302,Finance
current bill salli 42862,Utilities
29488 tax,Finance
21010 garbage fee,Utilities
facewash Rs.11087,Personal Care
විනෝදෙට salli 48282,Entertainment
6794 hair cut,Personal Care
drink Rs.9275,Food
47517 recharge,Utilities
spent 9224,Other
trip 18320,Entertainment
430 වෙනත්,Other
842 offer,Gifts & Charity
don't know 20577,Other
32574 beauty,Personal Care
home rent 43097,Utilities
dialog Rs.5589,Utilities
25536 threewheel,Transport
කෝස් එකට 45444,Education
පෑන් පැන්සල් Rs.2140,Education
20630 kottu,Food
udemy 3186,Education
13507 facewash,Personal Care
bag salli 34885,Shopping
doctor Rs.42057,Health
21503 fiber,Utilities
දානය Rs.39562,Gifts & Charity
don't know 35662,Other
threewheel salli 6695,Transport
shampoo Rs.21091,Shopping
අතමාරු ගත්තා Rs.24848,Finance
medical test Rs.34788,Health
lost salli 7459,Other
නයි පියවන්න salli 8859,Finance
ජිම් එකට salli 9181,Personal Care
20477 breakfast,Food
වෙනත් salli 27439,Other
23130 book,Education
පෙට්‍රල් 34230,Transport
අතමාරු ගත්තා Rs.48076,Finance
loan Rs.43616,Finance
18376 මුදල්,Other
පොත් වලට Rs.16050,Education
threewheel Rs.30766,Transport
22556 kewa,Food
adventure Rs.4827,Entertainment
සපත්තු Rs.35190,Shopping
tea 4319,Food
gas salli 1959,Utilities
hair cut 29860,Personal Care
16839 poth,Education
hospital 39525,Health
fish Rs.19396,Shopping
cinema 31582,Entertainment
highway toll salli 37304,Transport
uber salli 27208,Transport
43101 body lotion,Personal Care
outing 49174,Entertainment
auto salli 25223,Transport
rice and curry Rs.22624,Food
health insurance 12523,Health
general 47763,Other
spa salli 40136,Personal Care
4228 sugar,Shopping
28845 loan,Finance
11528 credit card,Finance
perfume salli 20524,Personal Care
pen and paper salli 26575,Education
beauty salli 15174,Personal Care
wedding salli 33411,Gifts & Charity
club Rs.26403,Entertainment
1443 කෝච්චියට,Transport
ගෑස් Rs.43547,Utilities
කෝස් එකට 29900,Education
misc Rs.9962,Other
soap Rs.36327,Personal Care
electricity Rs.23021,Utilities
diesel salli 24925,Transport
coursera 27989,Education
birthday Rs.27153,Gifts & Charity
class fee salli 21140,Education
40818 චැනලින්,Health
31754 ubereats,Food
tshirt Rs.45743,Shopping
බනිස් salli 39307,Food
sugar 46896,Shopping
match ticket salli 7172,Entertainment
donation 4476,Gifts & Charity
14287 library,Education
gift Rs.31030,Gifts & Charity
අතමාරු ගත්තා salli 7423,Finance
don't know 32689,Other
pharmacy Rs.6884,Health
bus salli 13642,Transport
pocket money salli 46175,Other
45140 body lotion,Personal Care
tuition salli 47499,Education
exam fee 43204,Education
concert salli 22989,Entertainment
27480 club,Entertainment
බර්ත්ඩේ 21719,Gifts & Charity
birthday Rs.19083,Gifts & Charity
tea 11310,Food
lost salli 47530,Other
birthday 35053,Gifts & Charity
dentist Rs.40924,Health
4245 show,Entertainment
16033 vehicle repair,Transport
bill Rs.1799,Utilities
beheth Rs.143,Health
44385 ෆිල්ම්,Entertainment
ඉන්ෂුවරන්ස් 45001,Finance
38698 tax,Finance
bill 17469,Utilities
stationary salli 35176,Education
insurance 35064,Finance
පෑන් පැන්සල් salli 47211,Education
match ticket Rs.7797,Entertainment
ෆාමසි Rs.41984,Health
birthday 31859,Gifts & Charity
අතින් ගියා 16212,Other
33406 investment,Finance
බඩු ගත්තා 48666,Shopping
මුදල් 19047,Other
30407 ආධාර,Gifts & Charity
ආධාර 15664,Gifts & Charity
charity 40462,Gifts & Charity
match ticket Rs.18342,Entertainment
23204 spent,Other
train salli 39577,Transport
unknown salli 11514,Other
6802 bus,Transport
lost Rs.2468,Other
trip Rs.44387,Entertainment
ගෑස් 3670,Utilities
රෑ කෑම Rs.40289,Food
donation 4511,Gifts & Charity
spa 10132,Personal Care
pocket money Rs.49367,Other
auto Rs.30591,Transport
39972 tshirt,Shopping
poth Rs.26712,Education
stationary 10181,Education
kottu salli 35310,Food
නිකම්ම Rs.18195,Other
current bill salli 6815,Utilities
taxi Rs.38636,Transport
7819 hair color,Personal Care
ජිම් එකට Rs.18253,Personal Care
highway toll salli 38965,Transport
workshop 2126,Education
ලෝන් එකට 13842,Finance
dialog salli 33705,Utilities
tea Rs.1625,Food
30428 salon,Personal Care
pocket money salli 4125,Other
ජිම් එකට 46047,Personal Care
බඩු ගත්තා Rs.3244,Shopping
stationary Rs.26359,Education
9000 ubereats,Food
22343 විභාග ගාස්තු,Education
20244 hair cut,Personal Care
22562 ගෑස්,Utilities
චැනලින් 24942,Health
broadband 27755,Utilities
2676 grocery,Shopping
panadol Rs.10672,Health
බස් එකට salli 6737,Transport
33264 concert,Entertainment
hair color 17034,Personal Care
kema salli 8301,Food
liquor salli 33994,Entertainment
skincare salli 45527,Personal Care
37260 tuk,Transport
stationary 15274,Education
මුදල් Rs.14580,Other
rice bag salli 8842,Shopping
45874 medical test,Health
party Rs.8814,Entertainment
club Rs.35920,Entertainment
vitamin 28475,Health
misc Rs.7059,Other
alms salli 36680,Gifts & Charity
48799 tax,Finance
pin Rs.7512,Gifts & Charity
හොස්පිට්ල් salli 8809,Health
movie salli 6588,Entertainment
movie salli 44202,Entertainment
online course Rs.47093,Education
31758 salon,Personal Care
43583 වෙනත්,Other
24689 bus,Transport
5208 petrol,Transport
තෑගි 37935,Gifts & Charity
panthi Rs.23750,Education
biscuit salli 40700,Food
47026 wifi,Utilities
රීලෝඩ් 47659,Utilities
party salli 7459,Entertainment
university 42525,Education
health insurance salli 1786,Health
11786 facewash,Personal Care
shoes Rs.41437,Shopping
pin 14656,Gifts & Charity
loan Rs.28445,Finance
birthday 14205,Gifts & Charity
lab Rs.32923,Health
hair cut salli 24622,Personal Care
shoes Rs.44638,Shopping
snacks Rs.29462,Food
transport cost 22006,Transport
2330 party,Entertainment
perfume salli 20019,Personal Care
investment salli 30934,Finance
beer salli 24748,Entertainment
stationary salli 3204,Education
diesel Rs.23466,Transport
32123 show,Entertainment
අතින් ගියා salli 48231,Other
ඉන්ෂුවරන්ස් Rs.35435,Finance
ආධාර Rs.48290,Gifts & Charity
45617 unknown,Other
27592 panadol,Health
44417 insurance,Finance
අතමාරු ගත්තා Rs.48693,Finance
15335 නිකම්ම,Other
බිල් එකට 1065,Utilities
29498 ඉන්ෂුවරන්ස්,Finance
udemy Rs.1280,Education
water bill salli 20802,Utilities
kitchen items 720,Shopping
lost 30028,Other
finance Rs.48838,Finance
bag 47088,Shopping
28873 general,Other
17524 payment,Finance
40765 lost,Other
13376 perfume,Personal Care
49941 වතුර බිල,Utilities
2321 බනිස්,Food
2215 other,Other
පෑන් පැන්සල් 25878,Education
බිල් එකට salli 29796,Utilities
soap salli 41437,Shopping
show 7971,Entertainment
25022 clinic,Health
religious Rs.11157,Gifts & Charity
28104 transport cost,Transport
39626 beach,Entertainment
shoppin salli 37741,Shopping
වතුර බිල 45369,Utilities
tax salli 4741,Finance
30563 පින් වලට,Gifts & Charity
41582 lost,Other
14426 credit card,Finance
milk powder Rs.16480,Shopping
outing salli 2307,Entertainment
liquor 26061,Entertainment
40026 soap,Personal Care
birthday Rs.30562,Gifts & Charity
petrol salli 24243,Transport
9741 gaming,Entertainment
32965 slt bill,Utilities
dinner salli 40792,Food
youtube premium salli 6467,Entertainment
27914 investment,Finance
spa Rs.6928,Personal Care
38887 බත්,Food
clothes salli 15463,Shopping
බනිස් 25858,Food
youtube premium 43433,Entertainment
gym 34195,Personal Care
postpaid salli 12879,Utilities
exam fee 26119,Education
misc 16080,Other
dhal Rs.21819,Shopping
keells salli 42830,Shopping
burger Rs.20556,Food
තෑගි salli 33930,Gifts & Charity
ලෝන් එකට 5777,Finance
22721 kewa,Food
bakery Rs.11146,Food
18259 tax,Finance
බත් salli 33076,Food
පින් වලට 9007,Gifts & Charity
train Rs.36879,Transport
ජිම් එකට salli 42047,Personal Care
wade 17610,Food
electricity 38176,Utilities
soap Rs.24578,Personal Care
29458 ලෝන් එකට,Finance
breakfast 33491,Food
slt bill salli 44626,Utilities
library salli 519,Education
alms 43633,Gifts & Charity
37284 වෙනත්,Other
highway toll 48181,Transport
slt bill 17537,Utilities
alms 46772,Gifts & Charity
watch Rs.36019,Shopping
investment salli 5425,Finance
ට්‍රිප් salli 25931,Entertainment
game Rs.16898,Entertainment
exam fee Rs.31633,Education
49544 වතුර බිල,Utilities
trimming 19732,Personal Care
41003 birthday,Gifts & Charity
1435 ණය,Finance
street food salli 10143,Food
clinic salli 38652,Health
13031 club,Entertainment
clothes 25514,Shopping
lost salli 40927,Other
pants Rs.36950,Shopping
supermarket 48221,Shopping
වෙනත් 46180,Other
ayurvedic 45405,Health
alms Rs.10449,Gifts & Charity
mobitel 48432,Utilities
finance salli 17771,Finance
postpaid 41510,Utilities
32056 hair cut,Personal Care
කෝස් එකට salli 44356,Education
2984 නිකම්ම,Other
5946 internet,Utilities
interest salli 49630,Finance
නයි පියවන්න salli 31833,Finance
pickme 40133,Transport
28016 dental,Health
23956 helping,Gifts & Charity
dansal 48627,Gifts & Charity
gym salli 15046,Personal Care
bag 29750,Shopping
gift 24646,Gifts & Charity
trip Rs.13798,Entertainment
මුදල් salli 45898,Other
41330 කොණ්ඩය කැපුවා,Personal Care
office go Rs.47970,Transport
ලෝන් එකට 1842,Finance
hair color salli 763,Personal Care
broadband salli 21107,Utilities
hospital Rs.16476,Health
15116 ලෝන් එකට,Finance
short eats Rs.19190,Food
7527 tuition,Education
28722 milk powder,Shopping
cargills Rs.2279,Shopping
electricity 2891,Utilities
university salli 19937,Education
පින් වලට salli 15511,Gifts & Charity
kottu 19002,Food
42255 spotify,Entertainment
furniture Rs.35529,Shopping
drink Rs.27528,Food
ticket Rs.25164,Transport
wifi 10578,Utilities
20410 netflix,Entertainment
helping salli 27965,Gifts & Charity
44938 bike service,Transport
46657 youtube premium,Entertainment
45155 අතමාරුව,Finance
24529 lost,Other
water bill Rs.46019,Utilities
pin Rs.10903,Gifts & Charity
43099 restaurant,Food
highway toll 34570,Transport
slt bill salli 24020,Utilities
soap Rs.7565,Personal Care
transport cost 34355,Transport
internet salli 29347,Utilities
restaurant Rs.34530,Food
misc salli 39201,Other
medical test 36139,Health
5119 don't know,Other
birthday salli 32892,Gifts & Charity
salon 16462,Personal Care
gift salli 42799,Gifts & Charity
taxi 39685,Transport
lost 36647,Other
23573 facewash,Personal Care
salon 19235,Personal Care
streaming salli 36267,Entertainment
36274 interest,Finance
book Rs.36025,Education
tuition Rs.15260,Education
eye check 10530,Health
tax Rs.35976,Finance
panadol salli 11722,Health
ලයිට් බිල 21078,Utilities
hotel bill salli 3814,Food
birthday 35033,Gifts & Charity
doctor Rs.31184,Health
birthday salli 42752,Gifts & Charity
fitness Rs.2100,Health
unknown 46711,Other
26010 මුදල්,Other
43167 fitness,Health
26219 crypto,Finance
ජිම් එකට 20764,Personal Care
uber Rs.38950,Transport
විභාග ගාස්තු Rs.34739,Education
